Question_Id,Question_Topic,Question_Content,Passage_Id,Passage_Content,Score
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_1487829,"Energy exists in several forms such as heat, kinetic or mechanical energy, light, potential energy, and electrical energy. Heat - Heat or thermal energy is energy from the movement of atoms or molecules. It may be considered as energy relating to temperature. Kinetic Energy - Kinetic energy is the energy of motion. A swinging pendulum has kinetic energy. Potential Energy - This is energy due to an object's position. For example, a ball sitting on a table has potential energy with respect to the floor because gravity acts upon it. Mechanical Energy - Mechanical energy is the sum of the kinetic and potential energy of a body.",1
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_2242116,"The internal energy of a system is the total thermal kinetic energy and thermal potential energy of all its atoms and molecules. The Kinetic Theory of Matter is explains the kinetic energy of particles in an object.Kinetic energy can be translational, rotational, or vibrational.The kinetic energy of an atom can influence the kinetic energy of other atoms. Temperature is an approximate measure of the average kinetic energy of the atoms and molecules of an object.Heating is the transfer of thermal energy between objects due to their temperature difference.he total kinetic energy of all the particles is called the thermal energy or thermal kinetic energy of the object. This is opposed to the kinetic energy of the whole object (like a moving object) and the kinetic energy of a single particle. However, the particles also have their own potential energy.",0
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_618066,"Then it is kinetic. It is affected by both factors of kinetic and potential energy. In summary, kinetic energy is the energy produced by movement and potential energy is the energy that could be created by movement.hen it is kinetic. It is affected by both factors of kinetic and potential energy. In summary, kinetic energy is the energy produced by movement and potential energy is the energy that could be created by movement.",0
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_6150890,"The smaller the velocity, the smaller the kinetic energy. This can also be proven by the principle of conservation of energy. As the potential energy for an object increases, the kinetic energy decreases so that total energy for the object remains the same.he smaller the velocity, the smaller the kinetic energy. This can also be proven by the principle of conservation of energy. As the potential energy for an object increases, the kinetic energy decreases so that total energy for the object remains the same.",1
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_5019012,"It can also be called the thermal kinetic energy. The internal energy of a system is the total thermal kinetic energy and thermal potential energy of all its atoms and molecules. The Kinetic Theory of Matter is explains the kinetic energy of particles in an object.Kinetic energy can be translational, rotational, or vibrational.he total kinetic energy of all the particles is called the thermal energy or thermal kinetic energy of the object. This is opposed to the kinetic energy of the whole object (like a moving object) and the kinetic energy of a single particle. However, the particles also have their own potential energy.",0
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_4584325,"All forms of energy can be in either of two states: Potential Kinetic States of Energy: Kinetic and Potential Energy Kinetic Energy is the energy of motion. Potential Energy is stored energy. Kinetic Energy The energy of motion is called kinetic energy. The faster an object moves, the more kinetic energy it has.",0
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_381800,Mechanical energy is the sum of potential energy and kinetic energy present in the components of a mechanical system. It is the energy associated with the motion and position of an object.I think it is supposed to be mechanical energy. That is where energy is present in an object because of it's movement's.R. the sum of kinetic and potential energy present at the same time. Mechanical energy is the sum of potential energy and kinetic energy present in the components of a mechanical system. It is the energy associated with the motion and position of an object. I think it is supposed to be mechanical energy.,0
17_8,Forms of energy,Are potential and kinetic the same ?,MARCO_4697386,energy an object has because of its motion or position. OR. the sum of kinetic and potential energy present at the same time. Mechanical energy is the sum of potential energy and kinetic energy present in the components of a mechanical system. It is the energy associated with the motion and position of an object.I think it is supposed to be mechanical energy. That is where energy is present in an object because of it's movement's.echanical energy is the sum of potential energy and kinetic energy present in the components of a mechanical system. It is the energy associated with the motion and position of an object.,0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_7827304,Energy transformation-Chemical energy. Home Energy transform Chemical energy. Chemical energy is one of the 7 main form of the energy. Chemical energy is a potential energy. That type of energy comes from the bonds of atoms and molecules. Chemical energy as a heat is possible to be released during a chemical reaction.The chemists called it an exothermic reaction.ome Energy transform Chemical energy. Chemical energy is one of the 7 main form of the energy. Chemical energy is a potential energy. That type of energy comes from the bonds of atoms and molecules.,2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_7827305,Home Energy transform Chemical energy. Chemical energy is one of the 7 main form of the energy. Chemical energy is a potential energy. That type of energy comes from the bonds of atoms and molecules.Chemical energy as a heat is possible to be released during a chemical reaction.The chemists called it an exothermic reaction.ome Energy transform Chemical energy. Chemical energy is one of the 7 main form of the energy. Chemical energy is a potential energy. That type of energy comes from the bonds of atoms and molecules.,2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_7827301,Food also consist chemical energy that the body convert into mechanical energy and heat. Chemical reactions. Chemical reactions are everywhere around us. When you mom is cooking is a chemical reaction between different ingredients and products. When your dad is driving a car is also type of chemical energy.ome Energy transform Chemical energy. Chemical energy is one of the 7 main form of the energy. Chemical energy is a potential energy. That type of energy comes from the bonds of atoms and molecules.,1
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_2598868,"The energy that results during a chemical reaction is called chemical energy. It is a type of potential energy.Chemical energy is stored within the bonds of the atoms and molecules that make up a substance. Once chemical energy is released from a substance, the substance is transformed into a new substance.Interesting Chemical Energy Facts:he energy that results during a chemical reaction is called chemical energy. It is a type of potential energy.",2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_795847,"Chemical Energy What types of energy are shown below? Electrical, Mechanical and Electromagnetic Energy What type of energy is shown below? Chemical Energy (yummy) What type of energy is shown below? Thermal Energy Draw a flow map showing the flow of energy transformations in a car from starting vehicle to driving. You should have 5 different types of energy. Energy Transfer TYPES OF ENERGY What is Mechanical Energy? Energy due to a objectâs motion (kinetic) or position (potential).",0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_5176650,"The energy that results during a chemical reaction is called chemical energy. It is a type of potential energy. Chemical energy is stored within the bonds of the atoms and molecules that make up a substance. Once chemical energy is released from a substance, the substance is transformed into a new substance.nteresting Chemical Energy Facts: Chemical energy is stored inside a substance or object until it is involved in a chemical reaction. Our bodies use chemical energy to perform daily functions. During an exothermic chemical reaction, chemical energy in the form of heat is released.",2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_3999617,"Mechanical and Thermal Energy (Donât forget friction) What type of energy is shown below? Chemical Energy What types of energy are shown below? Electrical, Mechanical and Electromagnetic Energy What type of energy is shown below? Chemical Energy (yummy) What type of energy is shown below? Thermal Energy Draw a flow map showing the flow of energy transformations in a car from starting vehicle to driving. You should have 5 different types of energy.",0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_1487142,"Chemical energy is the energy stored within a substance through the bonds of chemical compounds. The energy stored in these chemical bonds can be released and transformed during any type of chemical reaction.Think of when you're hungry.When you eat a piece of bread to satisfy this hunger, your body breaks down the chemical bonds of the bread and uses it to supply energy to your body.he energy stored in these chemical bonds can be released and transformed during any type of chemical reaction. Think of when you're hungry. When you eat a piece of bread to satisfy this hunger, your body breaks down the chemical bonds of the bread and uses it to supply energy to your body.",0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_3847399,"In review, chemical energy is energy stored in chemicals'. Energy is 'the ability to do work. Chemical energy is a type of potential energy that is energy due to the position of an object or objects. The potential energy is in the form of chemical bonds that are forces that hold the atoms together in a chemical. All energy in nature ultimately comes from the sun, and chemical energy is no exception. Plants have the ability to convert solar energy into chemical energy.",2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_7827306,"The energy that results during a chemical reaction is called chemical energy. It is a type of potential energy.Chemical energy is stored within the bonds of the atoms and molecules that make up a substance. Once chemical energy is released from a substance, the substance is transformed into a new substance.he energy that results during a chemical reaction is called chemical energy. It is a type of potential energy.",2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_4480456,What type of energy conversion takes place in an electrolytic cell? A) Chemical energy is spontaneously converted to electrical energy. B) Chemical energy is converted to electrical energy only when there is an external power source. C) Electrical energy is spontaneously converted to chemical energy. D) Electrical energy is converted to chemical energy only when there... show more A) Chemical energy is spontaneously converted to electrical energy. B) Chemical energy is converted to electrical energy only when there is an external power source.,0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_7011334,Confidence votes 167. The two major types of energy used in the body is Chemical Energy where energy is stored in bonds between chemical substrates adn when the bonds are released so is the energy and Electrical Energy where energy comes from the movement of charged particles across or down a cell membrane.onfidence votes 167. The two major types of energy used in the body is Chemical Energy where energy is stored in bonds between chemical substrates adn when the bonds are released so is the energy and Electrical Energy where energy comes from the movement of charged particles across or down a cell membrane.,0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_8179691,"The type of energy stored in chemical bonds is chemical energy. Chemical bonds are formed with the absorption of chemical energy, and they are broken down with the release of chemical energy. Chemical energy is a vital component for biological systems. The biochemical reactions that drive essential life processes heavily depend on chemical energy. In the cells of most organisms, chemical energy from biological fuels, such as glucose, are stored in chemical bonds in a process known as cellular respiration.",0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_8179696,"One type of energy is chemical energy, the energy that is created or released in a chemical reaction. Chemical Energy: Storage and Release. Chemical energy is stored in the chemical bonds of atoms and molecules. It can only be seen when it is released in a chemical reaction. When chemical energy is released, the substance from which the energy came is often changed into an entirely different substance. Many substances and objects store and release chemical energy:",0
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_5624409,"The energy that results during a chemical reaction is called chemical energy. It is a type of potential energy. Chemical energy is stored within the bonds of the atoms and molecules that make up a substance. Once chemical energy is released from a substance, the substance is transformed into a new substance.hemical energy is stored inside a substance or object until it is involved in a chemical reaction. Our bodies use chemical energy to perform daily functions. During an exothermic chemical reaction, chemical energy in the form of heat is released.",2
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_7827307,"Interesting Chemical Energy Facts: Chemical energy is stored inside a substance or object until it is involved in a chemical reaction. Our bodies use chemical energy to perform daily functions. During an exothermic chemical reaction, chemical energy in the form of heat is released.Plants perform a chemical reaction each time they use sunlight to make their own food during photosynthesis.he energy that results during a chemical reaction is called chemical energy. It is a type of potential energy.",1
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_6763650,"Energy Resource Types. Energy resource types are different from types of energy. Energy resource types refer to the origin of the energy source itself, while types of energy refer to different types of potential (chemical, electrical, etc.) and kinetic (heat, sound, etc.) energy. In this lesson, we'll look at energy resources types. As you go through the lesson, be thinking about the implications of the qualities of these energy resources on energy policy. Generally, we can break energy into two broad categories of resources - non-renewable and renewable.",1
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_3726025,"A reaction in which energy is released to the surroundings is called an exothermic reaction. In this type of reaction the enthalpy, or stored chemical energy, is lower for the products than the reactants.he release of energy in chemical reactions occurs when the reactants have higher chemical energy than the products. The chemical energy in a substance is a type of potential energy stored within the substance. This stored chemical potential energy is the heat content or enthalpy of the substance.",1
17_9,Forms of energy,What type does chemical energy belong to ?,MARCO_536931,"The energy that results during a chemical reaction is called chemical energy. It is a type of potential energy. Chemical energy is stored within the bonds of the atoms and molecules that make up a substance. Once chemical energy is released from a substance, the substance is transformed into a new substance.ur bodies use chemical energy to perform daily functions. During an exothermic chemical reaction, chemical energy in the form of heat is released. Plants perform a chemical reaction each time they use sunlight to make their own food during photosynthesis.",2
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_5349365,"Â· just now. Report Abuse. Carbs is our bodies favourite form of energy, it is also our brains ONLY form of energy. If you cut back to much on carbs your body isn't likely to eat muscle (that only happens if you dont eat enough calories in total) but you will feel tired and have little energy.People on low carb diets also complain of headaches (probably due from lack of fuel for the brain) and sleeplessness. just now. Report Abuse. Carbs is our bodies favourite form of energy, it is also our brains ONLY form of energy. If you cut back to much on carbs your body isn't likely to eat muscle (that only happens if you dont eat enough calories in total) but you will feel tired and have little energy.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_5929035,"The sun produces thermal energy (heat energy) in the form of radiation. Thermal energy is heat energy in transfer. Heat is a form of energy. When heat it is in the process of being transfered, it is called thermal energy.At a more basic level, thermal energy comes form the movement of atoms and molecules in matter.It is a form of kinetic energy produced from the random movements of those molecules.eat is a form of energy. When heat it is in the process of being transfered, it is called thermal energy. At a more basic level, thermal energy comes form the movement of atoms and molecules in matter. It is a form of kinetic energy produced from the random movements of those molecules.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_8307246,"When you turn on a CD player, you are using this form of energy to produce sound energy. At a power plant nearby, matter is changed into energy to produce this form of energy. Eating a healthy breakfast provides this form of energy, which is turned into mechanical and thermal energy as you play, study, and move. Plug in a fan to a source of electrical energy. The electrical energy is transformed into this form to move the fan blades. Plug in a lamp into an electrical socket and you turn electrical energy into this form of energy. Radiant energy from the sun is turned into this form when plants undergo photosynthesis.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_5683189,"Every living organism needs energy to live. Plants get their energy from the Sun, some animals get their energy from eating plants, and other animals get energy from eating other animals. A food chain is a way of organizing living things by what they eat.It shows who's eating who. The arrows in a food chain show the flow of energy.very living organism needs energy to live. Plants get their energy from the Sun, some animals get their energy from eating plants, and other animals get energy from eating other animals. A food chain is a way of organizing living things by what they eat. It shows who's eating who.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_1734278,"Cows and other animals eat the energy stored in the grass or grain and convert that energy into stored energy in their bodies. When we eat meat and other animal products, we in turn, store that energy in our own bodies. We use the stored energy to walk, run, ride a bike or even read a page on the Internet.ows and other animals eat the energy stored in the grass or grain and convert that energy into stored energy in their bodies. When we eat meat and other animal products, we in turn, store that energy in our own bodies. We use the stored energy to walk, run, ride a bike or even read a page on the Internet.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_3726031,"Some cells capture light energy. The source of energy for almost all organisms ultimately comes from sunlight. Plants change the energy in sunlight into a form of energy their cells can useâthe chemical energy in glucose.All animals benefit from the ability of plants to convert sunlight to food energy.Animals either eat plants, or they eat other animals that have eaten plants.ome cells capture light energy. The source of energy for almost all organisms ultimately comes from sunlight. Plants change the energy in sunlight into a form of energy their cells can useâthe chemical energy in glucose.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_5574569,Walking - or doing any effort with our muscles with that matter - converts chemical energy into mechanical energy. We get the chemical energy from the food we eat. Walking - â¦ or doing any effort with our muscles with that matter - converts chemical energy into mechanical energy. We get the chemical energy from the food we eat. Walking - or doing any effort with our muscles with that matter - converts chemical energy into mechanical energy. We get the chemical energy from the food we eat.  We get the chemical energy from the food we eat. Walking - â¦or doing any effort with our muscles with that matter - converts chemical energy into mechanical energy. We get the chemical energy from the food we eat.,0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_2216541,"We all get energy from the food we eat. The form of energy that is in food is called chemical energy. Our bodies use this energy to grow and move. Batteries also use chemical energy. Small machines such as flashlights, use the chemical energy in batteries. Chemical energy also makes cars go, too. Cars use the chemical energy from gasoline. Reinforcing the lesson. Use the printable student sheet below to help students reinforce what theyâve learned about the forms of energy.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_2246058,Heat energy is a form of kinetic energy because heat is related to  the motion of particles. This means heat is a form of kinetic  energy. Adding heat energy to an object ma â¦ kes it hotter and causes  its particles to move faster.That is why heat energy is a form of  kinetic energy.eat energy is a form of kinetic energy because heat is related to  the motion of particles. This means heat is a form of kinetic  energy. Adding heat energy to an object ma â¦ kes it hotter and causes  its particles to move faster.,0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_1944697,"Chloroplasts use this energy to create sugar molecules that help the plants grow and reproduce. Then, animals come along and eat the plants and absorb their energy. They use the energy obtained from the plants to produce their own energy and convert it into water and carbon dioxide. Plants use the carbon dioxide and water, and the cycle begins again. In order to obtain energy, animals do not always have to eat plants. They can also get energy from eating other animals that eat plants. There are many different processes that go on in plants and animals that require energy. Synthetic work involves things like the production of DNA, and it requires energy to occur.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_59499,We all need energy to function. We get this energy from the foods we eat. The most efficient way for cells to harvest energy stored in food is through cellular respiration. Cellular respiration is a metabolic process that captures the chemical energy from foods in the form of ATP.Cellular respiration occurs in the mitochondria and consists of three stages.e all need energy to function. We get this energy from the foods we eat. The most efficient way for cells to harvest energy stored in food is through cellular respiration. Cellular respiration is a metabolic process that captures the chemical energy from foods in the form of ATP.,1
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_1944702,"Then, animals come along and eat the plants and absorb their energy. They use the energy obtained from the plants to produce their own energy and convert it into water and carbon dioxide. Plants use the carbon dioxide and water, and the cycle begins again. In order to obtain energy, animals do not always have to eat plants. They can also get energy from eating other animals that eat plants.There are many different processes that go on in plants and animals that require energy. Synthetic work involves things like the production of DNA, and it requires energy to occur.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_6225560,"In order for you to live, your body needs oxygen. Cells use this oxygen in order for metabolism to take place and without it, you would have no energy. When you eat, that food is broken down and the process of respiration allows for you to convert that food into an energy form that can be used by your body.In addition to providing the body with Oxygen, itâs also responsible for getting rid of Carbon Dioxide, which is a waste product that is made in the body.ells use this oxygen in order for metabolism to take place and without it, you would have no energy. When you eat, that food is broken down and the process of respiration allows for you to convert that food into an energy form that can be used by your body.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_5066996,"Moving is usually called kinetic energy. All of these forms of energy can be produced using electricity, which is another form of energy. There are other forms of energy, for example, the food that we eat is chemical energy. It is possible to change one form of energy into another.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_8076775,"mechanical energy, thermal energy, chemical energy, electrical energy, electromagnetic energy, and nuclear energy. Each of these forms of energy can be converted into other forms of energy. The sun gives off energy in the form of heat and light. Plants convert sunlight into food that we can process and eat.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_6056030,"The Food Chain. Every living thing needs energy in order to live. Everytime animals do something (run, jump) they use energy to do so. Animals get energy from the food they eat, and all living things get energy from food.Plants use sunlight, water and nutrients to get energy (in a process called photosynthesis).Energy is necessary for living beings to grow.he Food Chain. Every living thing needs energy in order to live. Everytime animals do something (run, jump) they use energy to do so. Animals get energy from the food they eat, and all living things get energy from food.",0
17_10,Forms of energy,What form of energy is used in eating ?,MARCO_938884,"Heat or Thermal energy: The energy radiated to Earth from the sun is called thermal or heat energy and is the same energy form as boiling water. For example, boiling water possesses thermal energy, which is the collective, kinetic and potential energy of the vibrating molecules in the water.eat or Thermal energy: The energy radiated to Earth from the sun is called thermal or heat energy and is the same energy form as boiling water. For example, boiling water possesses thermal energy, which is the collective, kinetic and potential energy of the vibrating molecules in the water.",0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_7227342,A new NASA report describes potential mission concepts to explore Uranus and Neptune; one spacecraft would even dive into Uranus' atmosphere. A new NASA report describes potential mission concepts to explore Uranus and Neptune; one spacecraft would even dive into Uranus' atmosphere.,0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_6297738,This is the symbol for Uranus: Uranus is the seventh planet from the Sunand the third largest of the nine planets (in size). Uranus is larger in size but smaller in weight than Neptune. Uranus is the seventh planet from the Sun and the third largest of the nine planets (in size).Uranus is larger in size but smaller in weight than Neptune. Uranus is the seventh planet from the Sun and the third largest of the nine planets (in size).his is the symbol for Uranus: Uranus is the seventh planet from the Sunand the third largest of the nine planets (in size). Uranus is larger in size but smaller in weight than Neptune. Uranus is the seventh planet from the Sun and the third largest of the nine planets (in size).,2
18_1,Uranus and Neptune,Describe Uranus .,MARCO_5953071,"The astronomical symbol for Uranus is a circle with a dot at its center, with a spear pointing off the top. If this looks familiar, youâre right. The symbol for Uranus is actually combination of the symbol for the Sun mixed with the symbol for Mars.In Greek mythology, Uranus represented heaven, and represents the combined power of the Sun and spear of Mars.Uranus Symbol. The symbol for Uranus is also the same as the alchemical symbol for platinum.The astrological symbol of Uranus is actually different from the astronomical symbol.n Greek mythology, Uranus represented heaven, and represents the combined power of the Sun and spear of Mars. Uranus Symbol. The symbol for Uranus is also the same as the alchemical symbol for platinum. The astrological symbol of Uranus is actually different from the astronomical symbol.",0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_1761434,"Facts about Uranus. 1  Uranus was officially discovered by Sir William Herschel in 1781. 2  Uranus turns on its axis once every 17 hours, 14 minutes. 3  Uranus makes one trip around the Sun every 84 Earth years. 4  Uranus is often referred to as an âice giantâ planet. 5  Uranus hits the coldest temperatures of any planet. With minimum atmospheric temperature of -224Â°C Uranus is nearly coldest planet in the solar system. While Neptune doesnât get as cold as Uranus it is on average colder. The upper atmosphere of Uranus is covered by a methane haze which hides the storms that take place in the cloud decks.",1
18_1,Uranus and Neptune,Describe Uranus .,MARCO_6771647,Check the Flight distance between Neptune Township and Uranus Chiniak. Travel time is an important point to know with the driving distance. Hence you might also want to know the Travel Time from Neptune Township to Uranus Chiniak. This will help you estimate how much time you will spend travelling for the distance from Neptune Township to Uranus. Want to better plan this Neptune Township Uranus distance? Get to know how to Travel from Neptune Township to Uranus Chiniak. Do you find travelling by road tiring? Want to know how much time is required to fly from Neptune Township to Uranus? Check the Flight Time from Neptune Township to Uranus Chiniak. Are you looking for a comparison between road distance and flight distance? You can check How far is Uranus Chiniak from Neptune Township. Do you find it troublesome to plan the route of your journey? You can use this unique route planner that will give you Neptune Township to Uranus Chiniak Route.,0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_2333827,"This is the symbol for Uranus: Uranus is the seventh planet from the Sun and the third largest of the nine planets (in size). Uranus is larger in size but smaller in weight than Neptune.Like the other gas planets, Uranus has bands of clouds that blow around rapidly. Uranus' bands are very, very faint.his is the symbol for Uranus: Uranus is the seventh planet from the Sun and the third largest of the nine planets (in size). Uranus is larger in size but smaller in weight than Neptune.",2
18_1,Uranus and Neptune,Describe Uranus .,MARCO_3005104,"The Poles of Uranus. Uranus is the tilted planet. The axis through its North and South Poles is tilted by 98. In other words, Uranus is lying on its side! That's not all-the magnetic field of Uranus is tilted, too. The planet's magnetic field is tilted 59.A compass wouldn't be much help in finding North on Uranus!ranus has a strange magnetic field. The magnetic poles of Uranus are not at all close to the geographic poles of Uranus. The main magnetic field of Uranus is tilted 59 away from the planet's spin axis.",1
18_1,Uranus and Neptune,Describe Uranus .,MARCO_5795652,"Uranus Facts. 1  Uranus Is Named after the Greek God Ouranus. 2  Uranus Needs 84 Earth Years to Orbit the Sun. 3  Uranus Is 63 Times Bigger and 15 Times Heavier than Earth. 4  Uranus Is the Coldest Planet in the Solar System. 5  Uranus Is Very Different from Earth. 6  Titania Is the Largest Moon of Uranus. Of the 27 moons around Uranus, 5 are considered to be major moons and Titania is the biggest of them all. Its radius is approximately 788 km (about one eighth of Earthâs) and its gravity is almost 30 times less than Earthâs.",1
18_1,Uranus and Neptune,Describe Uranus .,MARCO_2865660,"Gravitational force on Uranus is 91% the gravitational force on Earth. A 100 pound Earthling would weigh about 91 pounds on Uranus. Uranus is located an average of nearly 1.78 billion miles from the sun.At its closest point, Earth and Uranus are more than 1.6 miles apart.At their farthest, the two planets are more than 1.8 billion miles apart.ravitational force on Uranus is 91% the gravitational force on Earth. A 100 pound Earthling would weigh about 91 pounds on Uranus. Uranus is located an average of nearly 1.78 billion miles from the sun.At its closest point, Earth and Uranus are more than 1.6 miles apart.",0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_2333829,"If this looks familiar, youâre right. The symbol for Uranus is actually combination of the symbol for the Sun mixed with the symbol for Mars. In Greek mythology, Uranus represented heaven, and represents the combined power of the Sun and spear of Mars.Uranus Symbol. The symbol for Uranus is also the same as the alchemical symbol for platinum.The astrological symbol of Uranus is actually different from the astronomical symbol.f this looks familiar, youâre right. The symbol for Uranus is actually combination of the symbol for the Sun mixed with the symbol for Mars. In Greek mythology, Uranus represented heaven, and represents the combined power of the Sun and spear of Mars. Uranus Symbol.",0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_1761258,"Because of this, its poles are sometimes pointed almost directly at the Sun. Uranus' atmosphere is made up of hydrogen, helium, and methane. The temperature in the upper atmosphere is very cold. The cold methane gas is what gives Uranus its blue-green color.The rapid rotation of Uranus causes winds up to 600 kilometers per hour to blow in its atmosphere.Uranus has eleven known rings which contain dark, boulder-sized particles. Uranus has 27 named moons.he temperature in the upper atmosphere is very cold. The cold methane gas is what gives Uranus its blue-green color. The rapid rotation of Uranus causes winds up to 600 kilometers per hour to blow in its atmosphere. Uranus has eleven known rings which contain dark, boulder-sized particles.",1
18_1,Uranus and Neptune,Describe Uranus .,MARCO_4347419,"He was the first astronomer to correctly describe the spiral structure of our Milky Way Galaxy. Neptune was discovered by John Couch Adams in 1846. Adams was an English astronomer and mathematician who, at the age of 24, was the first person to predict the position of a planetary mass beyond Uranus.e was the first astronomer to correctly describe the spiral structure of our Milky Way Galaxy. Neptune was discovered by John Couch Adams in 1846. Adams was an English astronomer and mathematician who, at the age of 24, was the first person to predict the position of a planetary mass beyond Uranus.",0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_4347412,"Uranus was discovered by Sir William Herschel in 1781. Herschel was probably the most famous astronomer of the 18th century. In addition to discovering the planet Uranus, he also observed and cataloged over 800 double stars and 2,500 nebulae.e was the first astronomer to correctly describe the spiral structure of our Milky Way Galaxy. Neptune was discovered by John Couch Adams in 1846. Adams was an English astronomer and mathematician who, at the age of 24, was the first person to predict the position of a planetary mass beyond Uranus.",0
18_1,Uranus and Neptune,Describe Uranus .,MARCO_3005106,Uranus has a strange magnetic field. The magnetic poles of Uranus are not at all close to the geographic poles of Uranus. The main magnetic field of Uranus is tilted 59 away from the planet's spin axis.ranus has a strange magnetic field. The magnetic poles of Uranus are not at all close to the geographic poles of Uranus. The main magnetic field of Uranus is tilted 59 away from the planet's spin axis.,1
18_1,Uranus and Neptune,Describe Uranus .,MARCO_3005105,"Uranus is the tilted planet. The axis through its North and South Poles is tilted by 98. In other words, Uranus is lying on its side! That's not all-the magnetic field of Uranus is tilted, too.The planet's magnetic field is tilted 59.A compass wouldn't be much help in finding North on Uranus!ranus has a strange magnetic field. The magnetic poles of Uranus are not at all close to the geographic poles of Uranus. The main magnetic field of Uranus is tilted 59 away from the planet's spin axis.",1
18_2,Uranus and Neptune,What makes it so unusual ?,MARCO_3407275,"Though it is too far away from earth, one can see Uranus in night sky with naked eye. It looks like a pale star this way, but if you make use of a telescope, Uranus appears a small pale green disc in shape. The diameter of Uranus is almost 4 times that of earth (51100km). It is 15 times heavier than earth. One fact that is not only unusual, but also makes Uranus markedly different from earth is the angle of its spin axis. This spin axis is 98 degrees to the perpendicular and makes the planet lie almost on its sides. This is a mesmerizing sight and no one really knows the reason behind this phenomenon.",2
18_2,Uranus and Neptune,What makes it so unusual ?,MARCO_2218290,"Uranus is 14.5 times bigger than Earth, making it the third largest planet in the Solar System after Jupiter and Saturn; Uranusâs core alone is as large as our planet. The atmosphere of Uranus is composed of 83% helium, 15% methane and 2% methane plus trace amounts of other gases such as ethane. The average temperature of the surface of Uranus is 49Â° Kelvin or -224Â° Celsius. What makes the planet so cold is that it has a low internal temperature. At its core, Uranus is only 5000Â° K, compared to Jupiter, which as a core temperature of 30000Â° K. The reason for Uranusâs lack of internal warmth is unclear, although scientists speculate that it is related to its unusual axial tilt that is completely unlike the other planets of the Solar System; the planet rotates at an angle of 99 degrees.",1
18_2,Uranus and Neptune,What makes it so unusual ?,MARCO_5776963,"The diameter of Uranus is almost 4 times that of earth (51100km). It is 15 times heavier than earth. One fact that is not only unusual, but also makes Uranus markedly different from earth is the angle of its spin axis. This spin axis is 98 degrees to the perpendicular and makes the planet lie almost on its sides.",2
18_2,Uranus and Neptune,What makes it so unusual ?,MARCO_6731604,"The diameter of Uranus is almost 4 times that of earth (51100km). It is 15 times heavier than earth. One fact that is not only unusual, but also makes Uranus markedly different from earth is the angle of its spin axis. This spin axis is 98 degrees to the perpendicular and makes the planet lie almost on its sides. This is a mesmerizing sight and no one really knows the reason behind this phenomenon.",2
18_2,Uranus and Neptune,What makes it so unusual ?,MARCO_6021268,"The unusual rotation of high southern latitudes of Uranus is probably due to an unusual feature in the interior of Uranus, Karkoshcka said in a statement.",2
